time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-22 00:00:00+00:00,5,5,,
2022-08-23 00:00:00+00:00,24,22,12.0,3.0
2022-08-24 00:00:00+00:00,28,22,5.0,3.0
2022-08-25 00:00:00+00:00,28,26,6.0,6.0
2022-08-26 00:00:00+00:00,23,22,6.0,3.0
2022-08-27 00:00:00+00:00,21,21,2.0,1.0
2022-08-28 00:00:00+00:00,25,22,7.0,4.0
2022-08-29 00:00:00+00:00,32,21,3.0,1.0
2022-08-30 00:00:00+00:00,30,24,1.0,1.0
2022-08-31 00:00:00+00:00,28,22,3.0,3.0
2022-09-01 00:00:00+00:00,26,22,10.0,2.0
2022-09-02 00:00:00+00:00,24,21,3.0,2.0
2022-09-03 00:00:00+00:00,29,23,2.0,2.0
2022-09-04 00:00:00+00:00,29,22,5.0,3.0
2022-09-05 00:00:00+00:00,18,14,7.0,3.0
