time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-09 00:00:00+00:00,27,18,3.0,1.0
2022-10-10 00:00:00+00:00,29,24,9.0,5.0
2022-10-11 00:00:00+00:00,23,20,11.0,4.0
2022-10-12 00:00:00+00:00,25,21,7.0,5.0
2022-10-13 00:00:00+00:00,29,24,5.0,4.0
2022-10-14 00:00:00+00:00,32,21,10.0,3.0
2022-10-15 00:00:00+00:00,29,22,5.0,4.0
2022-10-16 00:00:00+00:00,33,24,20.0,8.0
2022-10-17 00:00:00+00:00,23,20,26.0,10.0
2022-10-18 00:00:00+00:00,29,21,7.0,4.0
2022-10-19 00:00:00+00:00,25,20,1.0,1.0
2022-10-20 00:00:00+00:00,27,21,,
2022-10-21 00:00:00+00:00,26,22,3.0,3.0
2022-10-22 00:00:00+00:00,29,23,6.0,5.0
2022-10-23 00:00:00+00:00,4,4,,
